Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ConsoleSerie
Bayonetta,PS3,2009,Action,Sega,0.44,0.39,0.21,0.16,1.21,87.0,54.0,7.7,355.0,Nex Entertainment,M,PlayStation
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,59.0,19.0,5.1,20.0,Surreal Software,T,PlayStation
ATV Offroad Fury 3,PS2,2004,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,78.0,37.0,8.4,16.0,Climax Group,E,PlayStation
F1 2011,PS3,2011,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,36.0,7.1,55.0,Codemasters,E,PlayStation
Cars,PSP,2006,Racing,THQ,0.72,0.28,0.0,0.2,1.2,70.0,17.0,7.0,4.0,Locomotive Games,E,PlayStation
NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,92.0,22.0,8.5,26.0,EA Sports,E,PlayStation
FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.69,0.01,0.36,1.2,68.0,6.0,5.4,9.0,EA Sports,E,PlayStation
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0.0,0.19,1.19,81.0,28.0,7.5,81.0,Traveller's Tales,E10+,PlayStation
Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19,75.0,46.0,8.6,113.0,Radical Entertainment,M,PlayStation
WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,68.0,11.0,7.8,15.0,Yuke's,T,PlayStation
Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.08,1.18,87.0,54.0,8.2,147.0,Kojima Productions,M,PlayStation
Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.5,0.01,0.2,1.18,78.0,37.0,7.9,282.0,NetherRealm Studios,T,PlayStation
One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64.0,33.0,6.5,55.0,"Omega Force, Tecmo Koei Games",T,PlayStation
Gun,PS2,2005,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,77.0,43.0,8.7,70.0,Neversoft Entertainment,M,PlayStation
Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,70.0,14.0,8.8,60.0,Krome Studios,E,PlayStation
Resident Evil: Operation Raccoon City,PS3,2012,Action,Capcom,0.48,0.24,0.36,0.1,1.17,52.0,36.0,4.9,222.0,Slant Six,M,PlayStation
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.48,0.0,0.29,1.17,76.0,8.0,7.6,11.0,Traveller's Tales,E10+,PlayStation
WWE '12,PS3,2011,Fighting,THQ,0.53,0.45,0.02,0.17,1.17,72.0,28.0,6.9,80.0,Yuke's,T,PlayStation
Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0.0,0.15,1.17,57.0,4.0,8.4,37.0,Sand Grain Studios,T,PlayStation
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.48,0.01,0.2,1.17,81.0,38.0,8.1,55.0,Yuke's,T,PlayStation
Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,74.0,43.0,7.3,118.0,EA Montreal,M,PlayStation
LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.46,0.0,0.19,1.16,76.0,36.0,7.3,34.0,Traveller's Tales,E10+,PlayStation
Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,85.0,19.0,8.9,53.0,Rockstar San Diego,E10+,PlayStation
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0.0,0.15,1.16,70.0,31.0,6.3,24.0,Red Storm Entertainment,T,PlayStation
Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,83.0,13.0,7.9,16.0,Light Weight,T,PlayStation
Sonic the Hedgehog,PS3,2006,Platform,Sega,0.41,0.06,0.04,0.66,1.16,43.0,17.0,4.1,176.0,Sonic Team,E10+,PlayStation
NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,85.0,17.0,8.5,22.0,EA Sports,E,PlayStation
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.24,0.3,0.16,1.16,88.0,41.0,8.0,238.0,TOSE,T,PlayStation
Gauntlet: Dark Legacy,PS2,2001,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,73.0,15.0,8.3,30.0,Midway,T,PlayStation
Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69.0,20.0,7.3,30.0,EA LA,T,PlayStation
Bad Boys: Miami Takedown,PS2,2004,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,43.0,5.0,3.4,13.0,Blitz Games,M,PlayStation
FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.15,0.67,0.01,0.31,1.15,83.0,9.0,7.9,14.0,EA Sports,E,PlayStation
Tak and the Power of Juju,PS2,2003,Platform,THQ,0.56,0.44,0.0,0.15,1.15,68.0,28.0,9.0,28.0,Avalanche Software,E,PlayStation
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.39,0.57,0.0,0.19,1.15,62.0,44.0,5.1,164.0,Yuke's,T,PlayStation
Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14,79.0,33.0,8.4,38.0,K2 LLC,M,PlayStation
Shadow of the Colossus,PS2,2005,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,91.0,77.0,9.1,933.0,SCE Japan Studio,T,PlayStation
Brave Fencer Musashi,PS,1998,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,81.0,12.0,8.5,17.0,SquareSoft,E,PlayStation
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88.0,46.0,7.5,155.0,Team Ninja,M,PlayStation
WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.46,0.0,0.19,1.14,74.0,22.0,7.5,121.0,Yuke's,T,PlayStation
007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.51,0.02,0.19,1.14,65.0,42.0,6.6,47.0,Treyarch,T,PlayStation
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,76.0,27.0,9.0,21.0,Konami Computer Entertainment Hawaii,E10+,PlayStation
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81.0,66.0,8.8,32.0,Clap Hanz,E,PlayStation
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73.0,15.0,8.8,32.0,Capcom,T,PlayStation
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.41,0.45,0.11,0.17,1.14,79.0,60.0,8.2,201.0,CyberConnect2,T,PlayStation
Watch Dogs 2,PS4,2016,Action,Ubisoft,0.37,0.58,0.0,0.18,1.13,83.0,88.0,7.8,621.0,Ubisoft Montreal,M,PlayStation
Mirror's Edge,PS3,2008,Platform,Electronic Arts,0.31,0.58,0.02,0.22,1.13,79.0,66.0,7.8,362.0,EA DICE,T,PlayStation
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.57,0.04,0.17,1.13,79.0,50.0,8.1,795.0,Creative Assembly,M,PlayStation
SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0.0,0.12,1.13,82.0,48.0,5.9,15.0,SCEE London Studio,T,PlayStation
Supercar Street Challenge,PS2,2001,Racing,Activision,0.55,0.43,0.0,0.14,1.12,57.0,15.0,7.6,9.0,Exakt,E,PlayStation
ModNation Racers,PS3,2010,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,82.0,85.0,8.4,201.0,United Front Games,E,PlayStation
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12,82.0,44.0,8.6,63.0,Zipper Interactive,M,PlayStation
Rocksmith,PS3,2011,Misc,Ubisoft,0.53,0.36,0.09,0.15,1.12,80.0,27.0,8.3,52.0,Ubisoft,T,PlayStation
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0.0,0.54,1.12,71.0,4.0,2.6,10.0,BudCat,T,PlayStation
Yakuza 3,PS3,2009,Action,Sega,0.21,0.2,0.62,0.08,1.12,79.0,77.0,8.1,165.0,Ryu ga Gotoku Studios,M,PlayStation
Persona 4: Golden,PSV,2012,Role-Playing,Atlus,0.36,0.23,0.38,0.15,1.12,93.0,61.0,9.2,1228.0,Atlus,M,PlayStation
The Beatles: Rock Band,PS3,2009,Misc,MTV Games,0.67,0.29,0.0,0.15,1.12,88.0,60.0,8.7,59.0,Harmonix Music Systems,T,PlayStation
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0.04,0.0,0.15,1.11,69.0,50.0,6.3,31.0,Harmonix Music Systems,T,PlayStation
Fight Night Champion,PS3,2011,Fighting,Electronic Arts,0.45,0.49,0.0,0.18,1.11,84.0,52.0,7.3,95.0,EA Canada,M,PlayStation
Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.3,0.52,0.12,0.16,1.11,69.0,50.0,7.7,598.0,Dimps Corporation,T,PlayStation
Castlevania: Lords of Shadow,PS3,2010,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85.0,62.0,8.0,468.0,Mercury Steam,M,PlayStation
GRID,PS3,2008,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,87.0,39.0,8.1,109.0,Codemasters,E,PlayStation
Star Ocean: The Second Story,PS,1998,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,80.0,13.0,8.5,44.0,Tri-Ace,E,PlayStation
Yakuza 2,PS2,2006,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,77.0,34.0,8.1,52.0,Amusement Vision,M,PlayStation
Guitar Hero 5,PS3,2009,Misc,Activision,0.53,0.39,0.0,0.17,1.09,86.0,54.0,5.7,87.0,Neversoft Entertainment,T,PlayStation
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68.0,51.0,7.6,58.0,Sony Online Entertainment,T,PlayStation
Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,83.0,37.0,6.6,363.0,Slightly Mad Studios,E,PlayStation
The Godfather,PS2,2006,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75.0,56.0,8.3,99.0,Electronic Arts,M,PlayStation
Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,65.0,32.0,8.3,33.0,LucasArts,T,PlayStation
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,74.0,42.0,6.9,41.0,Yuke's,T,PlayStation
NASCAR Thunder 2004,PS2,2003,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,88.0,15.0,8.9,77.0,EA Tiburon,E,PlayStation
Namco Museum Battle Collection,PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,73.0,28.0,7.2,9.0,TOSE,E10+,PlayStation
Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85.0,47.0,7.4,67.0,Sega AM2,T,PlayStation
Dante's Inferno,PS3,2010,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75.0,69.0,7.5,265.0,Visceral Games,M,PlayStation
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,58.0,21.0,6.0,19.0,Ubisoft Shanghai/Paris,T,PlayStation
Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.4,0.0,0.24,1.08,70.0,10.0,8.1,49.0,Krome Studios,T,PlayStation
The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,59.0,7.0,6.7,15.0,"Electronic Arts, Rebellion",T,PlayStation
Call of Duty 3,PS2,2006,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,82.0,14.0,7.4,83.0,Treyarch,T,PlayStation
Prince of Persia,PS3,2008,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,85.0,59.0,7.3,245.0,Ubisoft Montreal,T,PlayStation
SoulCalibur III,PS2,2005,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,86.0,57.0,8.4,96.0,Namco,T,PlayStation
World Tour Soccer,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,70.0,31.0,5.6,5.0,SCEE,E,PlayStation
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75.0,32.0,8.6,95.0,CyberConnect2,T,PlayStation
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66.0,62.0,5.9,552.0,Square Enix,T,PlayStation
Mortal Kombat: Armageddon,PS2,2006,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,75.0,43.0,8.5,84.0,Midway,M,PlayStation
Freekstyle,PS2,2002,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,81.0,25.0,7.3,14.0,Page 44 Studios,E,PlayStation
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,90.0,77.0,7.3,146.0,Rockstar Leeds,M,PlayStation
The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89.0,21.0,8.4,188.0,EA Games,M,PlayStation
NBA Street V3,PS2,2005,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,89.0,36.0,8.7,37.0,EA Canada,E,PlayStation
Hulk,PS2,2003,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,71.0,28.0,8.3,22.0,Radical Entertainment,T,PlayStation
Skylanders Giants,PS3,2012,Action,Activision,0.36,0.49,0.0,0.2,1.06,77.0,21.0,6.3,18.0,Toys for Bob,E10+,PlayStation
Seek and Destroy,PS2,2002,Racing,Play It,0.52,0.4,0.0,0.14,1.06,63.0,9.0,8.8,10.0,Barnhouse Effect,T,PlayStation
Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,84.0,50.0,8.4,183.0,Incognito Inc.,T,PlayStation
DiRT 3,PS3,2011,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87.0,52.0,7.1,122.0,Codemasters,T,PlayStation
DiRT,PS3,2007,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,83.0,32.0,8.0,32.0,Codemasters,E,PlayStation
SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,81.0,31.0,9.0,36.0,Zipper Interactive,T,PlayStation
NBA 2K3,PS2,2002,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89.0,21.0,8.0,22.0,Visual Concepts,E,PlayStation
LEGO The Lord of the Rings,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,82.0,16.0,8.3,85.0,TT Games,E10+,PlayStation
Dave Mirra Freestyle BMX,PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,82.0,14.0,8.4,5.0,"Z-Axis, Ltd.",E,PlayStation
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70.0,57.0,6.1,279.0,EA Sports,T,PlayStation
Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80.0,35.0,7.9,32.0,Sega AM3,E,PlayStation
MVP Baseball 2003,PS2,2003,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81.0,22.0,8.9,17.0,EA Sports,E,PlayStation
Sleeping Dogs,PS3,2012,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.0,40.0,7.7,645.0,United Front Games,M,PlayStation
Dance Dance Revolution SuperNOVA,PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,73.0,25.0,8.7,6.0,Konami,E10+,PlayStation
Aliens vs Predator,PS3,2010,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,65.0,57.0,7.3,168.0,Rebellion,M,PlayStation
F1 2012,PS3,2012,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,23.0,7.5,54.0,Codemasters,E,PlayStation
MX vs. ATV Unleashed,PS2,2005,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79.0,30.0,8.4,17.0,Rainbow Studios,E,PlayStation
WipEout Pure,PSP,2005,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,88.0,56.0,7.9,102.0,Studio Liverpool,E,PlayStation
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.32,0.03,0.13,1.03,86.0,30.0,7.4,92.0,Yuke's,T,PlayStation
Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84.0,29.0,8.1,41.0,"Red Storm Entertainment, Ubisoft Paris",T,PlayStation
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,82.0,16.0,8.8,12.0,NuFX,E,PlayStation
LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.42,0.0,0.17,1.03,77.0,36.0,7.7,30.0,Traveller's Tales,E10+,PlayStation
Street Fighter Alpha 3,PS,1998,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93.0,12.0,8.5,46.0,Capcom,T,PlayStation
MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,79.0,58.0,8.8,39.0,Bigbig Studios,T,PlayStation
Sonic Unleashed,PS3,2008,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54.0,24.0,7.9,130.0,Sonic Team,E10+,PlayStation
Skylanders SWAP Force,PS3,2013,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,31.0,5.3,33.0,Vicarious Visions,E10+,PlayStation
Harry Potter and the Prisoner of Azkaban,PS2,2004,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,29.0,8.7,29.0,EA Games,E,PlayStation
Rayman Legends,PS4,2014,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90.0,16.0,8.5,525.0,Ubisoft Montpellier,E10+,PlayStation
Ford Racing 2,PS2,2003,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51.0,5.0,8.0,8.0,Razorworks Studios,E,PlayStation
God of War: Ghost of Sparta,PSP,2010,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86.0,73.0,8.4,255.0,Ready at Dawn,M,PlayStation
Dynasty Warriors 3: Xtreme Legends,PS2,2002,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,16.0,9.3,54.0,Omega Force,T,PlayStation
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,238.0,UBlart Montpellier,E10+,PlayStation
Haze,PS3,2008,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.0,65.0,6.5,294.0,Free Radical Design,M,PlayStation
Oddworld: Abe's Exoddus,PS,1998,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,88.0,13.0,9.1,69.0,Oddworld Inhabitants,T,PlayStation
The Bouncer,PS2,2000,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66.0,20.0,8.0,35.0,DreamFactory,T,PlayStation
DiRT 2,PS3,2009,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,87.0,63.0,8.2,94.0,Codemasters,T,PlayStation
Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,39.0,5.0,26.0,Neversoft Entertainment,T,PlayStation
EyePet,PS3,2009,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70.0,35.0,8.2,20.0,SCEE London Studio,E,PlayStation
Ace Combat X: Skies of Deception,PSP,2006,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75.0,26.0,8.3,30.0,Project Aces,T,PlayStation
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,79.0,26.0,8.7,43.0,Rockstar London,T,PlayStation
Pro Evolution Soccer 2008,PSP,2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.0,17.0,6.8,11.0,Konami,E,PlayStation
Tales of Graces f,PS3,2010,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,55.0,8.2,336.0,Namco Bandai Games,T,PlayStation
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,81.0,31.0,5.3,33.0,EA Tiburon,E,PlayStation
Disney Infinity,PS3,2013,Action,Disney Interactive Studios,0.49,0.32,0.0,0.16,0.97,75.0,21.0,5.9,47.0,Avalanche Software,E10+,PlayStation
NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.97,85.0,19.0,7.6,53.0,EA Sports,E,PlayStation
Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75.0,37.0,7.9,67.0,Rockstar Leeds,M,PlayStation
Medal of Honor: Underground,PS,2000,Shooter,Electronic Arts,0.54,0.37,0.0,0.06,0.97,86.0,16.0,9.0,44.0,Dreamworks Interactive,T,PlayStation
Dark Cloud 2,PS2,2002,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,87.0,41.0,9.1,174.0,Level 5,T,PlayStation
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.36,0.41,0.05,0.15,0.96,76.0,46.0,4.3,894.0,Turtle Rock Studios,M,PlayStation
Dead Space 3,PS3,2013,Action,Electronic Arts,0.44,0.36,0.0,0.16,0.96,76.0,37.0,6.4,522.0,Visceral Games,M,PlayStation
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0.0,0.12,0.96,85.0,22.0,8.1,9.0,EA Sports,E,PlayStation
Shinobi,PS2,2002,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,0.96,71.0,33.0,7.9,43.0,Overworks,M,PlayStation
Sniper Elite V2,PS3,2012,Shooter,505 Games,0.38,0.38,0.06,0.14,0.96,70.0,21.0,6.9,92.0,Rebellion,M,PlayStation
Gangs of London,PSP,2006,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,0.95,52.0,47.0,6.7,18.0,SCEE London Studio,M,PlayStation
World Championship Poker,PS2,2004,Misc,Play It,0.8,0.03,0.0,0.13,0.95,60.0,8.0,7.7,11.0,Coresoft,E,PlayStation
Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95,87.0,29.0,8.6,53.0,Ubisoft Montreal,M,PlayStation
PlayStation All-Stars Battle Royale,PS3,2012,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74.0,69.0,7.3,540.0,SuperBot Entertainment,T,PlayStation
Pro Evolution Soccer 2014,PS3,2013,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,78.0,39.0,4.1,303.0,Konami,E,PlayStation
Tom Clancy's Ghost Recon: Future Soldier,PS3,2012,Shooter,Ubisoft,0.41,0.32,0.09,0.12,0.95,79.0,18.0,6.9,156.0,Ubisoft Paris,M,PlayStation
Kessen,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95,75.0,20.0,8.4,12.0,Koei,T,PlayStation
Driver: San Francisco,PS3,2011,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,53.0,7.7,114.0,Ubisoft Reflections,T,PlayStation
Lost Planet 2,PS3,2010,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,56.0,6.9,62.0,Capcom,T,PlayStation
LEGO Pirates of the Caribbean: The Video Game,PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,73.0,42.0,7.1,34.0,Traveller's Tales,E10+,PlayStation
Killzone,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,0.94,70.0,67.0,7.4,254.0,Guerrilla,M,PlayStation
Castlevania: Lament of Innocence,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,0.94,79.0,45.0,8.4,74.0,KCET,M,PlayStation
Tom Clancy's Splinter Cell: Blacklist,PS3,2013,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84.0,27.0,7.7,314.0,Ubisoft Toronto,M,PlayStation
Skylanders: Spyro's Adventure,PS3,2011,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,18.0,4.8,42.0,Toys for Bob,E10+,PlayStation
Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94,64.0,38.0,7.8,19.0,Alfa System,T,PlayStation
WWE SmackDown vs. Raw 2009,PS3,2008,Fighting,THQ,0.51,0.3,0.01,0.12,0.94,78.0,37.0,7.0,49.0,Yuke's,T,PlayStation
Brutal Legend,PS3,2009,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.94,83.0,61.0,7.6,162.0,Double Fine Productions,M,PlayStation
Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94,87.0,69.0,9.1,293.0,Rockstar Vancouver,T,PlayStation
MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,83.0,30.0,8.9,31.0,SCEA San Diego Studios,E,PlayStation
NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,79.0,20.0,6.8,18.0,EA Sports,E,PlayStation
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,0.93,77.0,32.0,7.9,187.0,CyberConnect2,T,PlayStation
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93,79.0,38.0,6.2,157.0,EA Sports,T,PlayStation
White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,64.0,77.0,7.5,213.0,Level 5,T,PlayStation
SingStar Abba,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,0.93,70.0,26.0,5.5,4.0,SCEE London Studio,T,PlayStation
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93,83.0,25.0,8.6,19.0,SCEA,E,PlayStation
