Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ConsoleSerie
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.41,0.28,0.0,0.06,0.75,72.0,6.0,5.2,25.0,TT Games,E10+,Nintendo
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,0.21,0.46,0.0,0.08,0.75,62.0,24.0,7.6,14.0,Ubisoft,E10+,Nintendo
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,0.38,0.03,0.3,0.04,0.75,80.0,47.0,6.9,106.0,Square Enix,E10+,Nintendo
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0.02,0.0,0.06,0.74,63.0,37.0,7.9,31.0,Jupiter Corporation,E,Nintendo
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,82.0,8.0,8.0,71.0,TT Games,E10+,Nintendo
Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74,49.0,18.0,6.3,4.0,TOSE,E,Nintendo
Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74,72.0,31.0,8.3,25.0,Brownie Brown,E,Nintendo
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73,55.0,15.0,4.8,4.0,Nintendo,E,Nintendo
Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,0.58,0.08,0.02,0.05,0.73,76.0,10.0,8.9,20.0,Natsume,E,Nintendo
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,0.49,0.17,0.0,0.06,0.73,78.0,11.0,7.7,9.0,Yuke's,T,Nintendo
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.73,76.0,5.0,8.0,15.0,syn Sophia,E,Nintendo
Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.38,0.29,0.0,0.06,0.73,75.0,6.0,6.6,26.0,Ubisoft,E10+,Nintendo
James Bond 007: Agent Under Fire,GC,2002,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,0.72,74.0,16.0,6.8,25.0,Electronic Arts,T,Nintendo
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72,65.0,15.0,7.0,22.0,TOSE,E,Nintendo
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72,73.0,13.0,7.5,12.0,Ubisoft,E10+,Nintendo
Monopoly Streets,Wii,2010,Misc,Electronic Arts,0.23,0.42,0.0,0.08,0.72,65.0,9.0,5.2,5.0,Electronic Arts,E,Nintendo
Indiana Jones and the Staff of Kings,Wii,2009,Action,Activision,0.36,0.29,0.0,0.07,0.72,55.0,32.0,7.0,28.0,Artificial Mind and Movement,T,Nintendo
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.34,0.07,0.27,0.04,0.72,83.0,56.0,8.1,169.0,Atlus,M,Nintendo
Kirby: Canvas Curse,DS,2005,Platform,Nintendo,0.36,0.0,0.32,0.03,0.72,86.0,48.0,8.2,87.0,HAL Labs,E,Nintendo
Madden NFL 10,Wii,2009,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72,77.0,23.0,7.2,24.0,EA Tiburon,E,Nintendo
Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72,82.0,20.0,8.6,11.0,Realism Ltd,E,Nintendo
The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.62,0.04,0.0,0.06,0.71,66.0,8.0,4.0,5.0,Full Fat,E,Nintendo
Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,Atari,0.55,0.14,0.0,0.02,0.71,73.0,30.0,7.8,23.0,"Pipeworks Software, Inc.",T,Nintendo
Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.71,48.0,13.0,5.1,24.0,Equinoxe,E,Nintendo
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.7,65.0,43.0,5.9,21.0,"Eighting, Genius Sonority Inc.",T,Nintendo
Tony Hawk's Underground,GC,2003,Sports,Activision,0.54,0.14,0.0,0.02,0.7,89.0,19.0,8.5,24.0,Neversoft Entertainment,T,Nintendo
Skylanders: Trap Team,WiiU,2014,Action,Activision,0.38,0.26,0.0,0.06,0.7,86.0,4.0,7.1,18.0,Toys for Bob,E10+,Nintendo
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.23,0.14,0.3,0.04,0.7,78.0,51.0,8.4,79.0,Capcom,T,Nintendo
Advance Wars,GBA,2001,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7,92.0,28.0,9.0,95.0,Intelligent Systems,E,Nintendo
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,73.0,8.0,7.5,39.0,Nintendo,E,Nintendo
LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,0.41,0.22,0.0,0.06,0.69,70.0,15.0,6.8,6.0,TT Fusion,E10+,Nintendo
Mario Pinball Land,GBA,2004,Misc,Nintendo,0.5,0.18,0.0,0.01,0.69,62.0,35.0,4.9,11.0,Fuse Games Limited,E,Nintendo
Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,0.53,0.14,0.0,0.02,0.69,65.0,16.0,6.3,15.0,Pyramid,T,Nintendo
The Sims 2: Apartment Pets,DS,2008,Simulation,Electronic Arts,0.31,0.3,0.0,0.07,0.69,50.0,12.0,3.3,4.0,Full Fat,E,Nintendo
Harry Potter and the Chamber of Secrets,GC,2002,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,77.0,14.0,8.3,27.0,Eurocom Entertainment Software,E,Nintendo
The Lord of the Rings: The Return of the King,GC,2003,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,84.0,23.0,8.5,21.0,Hypnos Entertainment,T,Nintendo
Shark Tale,GBA,2004,Action,Activision,0.49,0.18,0.0,0.01,0.68,63.0,8.0,9.0,4.0,Vicarious Visions,E,Nintendo
Naruto: Clash of Ninja,GC,2003,Fighting,Tomy Corporation,0.53,0.14,0.0,0.02,0.68,72.0,21.0,8.1,20.0,Tomy Corporation,T,Nintendo
Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0.0,0.0,0.05,0.68,69.0,7.0,6.8,5.0,Rainbow Studios,E,Nintendo
Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,0.33,0.0,0.33,0.02,0.67,82.0,6.0,8.8,37.0,HAL Labs,E10+,Nintendo
Red Steel,Wii,2006,Shooter,Ubisoft,0.54,0.03,0.04,0.05,0.67,63.0,54.0,6.8,121.0,Ubisoft Paris,T,Nintendo
Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.31,0.0,0.34,0.02,0.67,68.0,8.0,7.1,11.0,"RED Entertainment, Artdink",E,Nintendo
The Sims 3,DS,2010,Simulation,Electronic Arts,0.38,0.22,0.0,0.06,0.67,73.0,9.0,6.4,20.0,Exient Entertainment,E,Nintendo
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.66,77.0,41.0,7.2,25.0,Square Enix,E10+,Nintendo
Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.59,0.03,0.0,0.05,0.66,62.0,12.0,7.2,11.0,Now Production,E,Nintendo
Rayman Legends,WiiU,2013,Platform,Ubisoft,0.25,0.33,0.03,0.05,0.66,92.0,35.0,8.7,465.0,Ubisoft Montpellier,E10+,Nintendo
The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,81.0,30.0,9.0,15.0,Maxis,T,Nintendo
Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,71.0,7.0,7.4,5.0,TOSE,E,Nintendo
F-Zero GX,GC,2003,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,89.0,50.0,8.5,161.0,Amusement Vision,T,Nintendo
Yoshi Topsy-Turvy,GBA,2004,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,60.0,23.0,6.6,5.0,Artoon,E,Nintendo
Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,89.0,34.0,9.4,97.0,Intelligent Systems,E,Nintendo
Wario: Master of Disguise,DS,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60.0,35.0,7.4,19.0,Suzak,E10+,Nintendo
The Last Story,Wii,2011,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80.0,61.0,8.4,179.0,"Mistwalker, Artoon",T,Nintendo
007: Quantum of Solace,Wii,2008,Action,Activision,0.29,0.28,0.01,0.07,0.65,54.0,11.0,7.5,26.0,Treyarch,T,Nintendo
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,67.0,23.0,6.6,12.0,Vicarious Visions,E,Nintendo
Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,54.0,12.0,6.2,29.0,Exient Entertainment,T,Nintendo
The LEGO Movie Videogame,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,68.0,5.0,7.7,25.0,TT Games,E10+,Nintendo
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,72.0,21.0,7.7,22.0,5TH Cell,E,Nintendo
Rayman 3D,3DS,2011,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,61.0,39.0,6.6,48.0,Ubisoft Casablanca,E,Nintendo
Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0.04,0.0,0.05,0.64,67.0,18.0,8.2,10.0,Epicenter Studios,E10+,Nintendo
Rock Band 3,Wii,2010,Misc,MTV Games,0.53,0.06,0.0,0.04,0.63,91.0,10.0,6.9,36.0,Backbone Entertainment,T,Nintendo
Angry Birds Trilogy,3DS,2012,Action,Activision,0.38,0.2,0.0,0.05,0.63,62.0,7.0,4.6,20.0,Exient Entertainment,E,Nintendo
Madden NFL 07,GC,2006,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,82.0,14.0,9.2,5.0,EA Tiburon,E,Nintendo
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.27,0.0,0.06,0.62,71.0,16.0,7.3,20.0,Traveller's Tales,E10+,Nintendo
Donkey Kong Barrel Blast,Wii,2007,Racing,Nintendo,0.19,0.26,0.11,0.06,0.62,46.0,34.0,6.8,26.0,Paon Corporation,E,Nintendo
Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,93.0,52.0,8.3,115.0,Clover Studio,T,Nintendo
The Urbz: Sims in the City,GBA,2004,Simulation,Electronic Arts,0.37,0.22,0.0,0.03,0.62,72.0,6.0,9.2,25.0,Griptonite Games,E,Nintendo
Red Steel 2,Wii,2010,Shooter,Ubisoft,0.35,0.2,0.01,0.06,0.62,80.0,73.0,8.6,178.0,Ubisoft Paris,T,Nintendo
DJ Hero 2,Wii,2010,Misc,Activision,0.48,0.09,0.0,0.04,0.62,88.0,20.0,7.5,17.0,FreeStyleGames,T,Nintendo
Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.2,0.34,0.0,0.07,0.61,48.0,9.0,4.3,7.0,EA Bright Light,E,Nintendo
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,505 Games,0.5,0.07,0.0,0.05,0.61,56.0,6.0,6.0,7.0,Cooking Mama Limited,E,Nintendo
Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.61,73.0,13.0,7.4,21.0,5TH Cell,E10+,Nintendo
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,Nintendo,0.29,0.02,0.27,0.03,0.61,81.0,42.0,7.0,106.0,Intelligent Systems,E10+,Nintendo
Metroid Prime: Trilogy,Wii,2009,Shooter,Nintendo,0.42,0.05,0.0,0.14,0.61,91.0,48.0,9.3,316.0,Retro Studios,T,Nintendo
Texas Hold 'Em Poker,GBA,2004,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,0.61,49.0,7.0,6.8,6.0,Skyworks Technologies,E,Nintendo
Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01,0.61,85.0,30.0,7.3,70.0,TOSE,E10+,Nintendo
Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,9.0,6.0,8.0,Magic Pockets,E,Nintendo
Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0.0,0.01,0.61,62.0,19.0,8.9,39.0,Webfoot Technologies,E,Nintendo
Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8.0,8.7,11.0,Vicarious Visions,E,Nintendo
MySims Racing,DS,2009,Racing,Electronic Arts,0.25,0.29,0.0,0.07,0.61,67.0,11.0,7.3,4.0,EA Games,E,Nintendo
Pac-Man Party,Wii,2010,Misc,Namco Bandai Games,0.47,0.08,0.01,0.04,0.61,59.0,14.0,5.9,8.0,TOSE,E10+,Nintendo
Tony Hawk's Underground,GBA,2003,Sports,Activision,0.43,0.16,0.0,0.01,0.6,86.0,9.0,7.7,9.0,Vicarious Visions,E,Nintendo
Wave Race: Blue Storm,GC,2001,Racing,Nintendo,0.4,0.1,0.09,0.02,0.6,80.0,21.0,8.3,29.0,Nintendo,E,Nintendo
Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6,71.0,10.0,7.6,58.0,Avalanche Software,E10+,Nintendo
The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0.0,0.06,0.6,43.0,7.0,4.9,8.0,Artificial Mind and Movement,E10+,Nintendo
Muramasa: The Demon Blade,Wii,2009,Role-Playing,Rising Star Games,0.32,0.12,0.11,0.04,0.6,81.0,58.0,8.7,101.0,Vanillaware,T,Nintendo
Okami,Wii,2008,Action,Capcom,0.43,0.09,0.04,0.05,0.6,90.0,44.0,8.9,236.0,Ready at Dawn,T,Nintendo
Just Dance 2014,WiiU,2013,Misc,Ubisoft,0.31,0.23,0.0,0.05,0.6,72.0,13.0,7.6,45.0,Ubisoft,E10+,Nintendo
SimCity DS,DS,2007,Simulation,Electronic Arts,0.33,0.02,0.21,0.03,0.6,69.0,27.0,6.3,18.0,Aki Corp.,E,Nintendo
Medal of Honor: Frontline,GC,2002,Shooter,Electronic Arts,0.46,0.12,0.0,0.02,0.59,80.0,16.0,7.9,16.0,Dreamworks Games,T,Nintendo
Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,Universal Interactive,0.46,0.12,0.0,0.02,0.59,62.0,11.0,7.3,22.0,Traveller's Tales,E,Nintendo
Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.59,60.0,38.0,7.5,13.0,Gameloft,E,Nintendo
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.34,0.13,0.11,0.01,0.59,81.0,25.0,9.6,116.0,TOSE,E,Nintendo
WarioWare D.I.Y.,DS,2009,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,82.0,53.0,8.7,39.0,Intelligent Systems,E,Nintendo
Iron Man,Wii,2008,Action,Sega,0.3,0.22,0.0,0.06,0.59,44.0,14.0,7.0,8.0,Artificial Mind and Movement,T,Nintendo
Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68.0,18.0,5.7,29.0,Pam Development,E,Nintendo
Call of Duty: Black Ops,DS,2010,Shooter,Activision,0.5,0.04,0.0,0.04,0.58,74.0,13.0,6.0,54.0,n-Space,T,Nintendo
Skylanders SWAP Force,WiiU,2013,Platform,Activision,0.38,0.15,0.0,0.05,0.58,89.0,7.0,6.0,96.0,Vicarious Visions,E10+,Nintendo
Guitar Hero: Smash Hits,Wii,2009,Misc,Activision,0.31,0.21,0.0,0.06,0.58,74.0,17.0,7.7,6.0,Beenox,T,Nintendo
Shin Megami Tensei IV,3DS,2013,Role-Playing,Atlus,0.28,0.0,0.27,0.03,0.58,83.0,48.0,8.3,251.0,Atlus,M,Nintendo
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,Square Enix,0.22,0.1,0.23,0.03,0.58,71.0,49.0,7.1,38.0,Matrix Software,E10+,Nintendo
Tony Hawk's Pro Skater 4,GC,2002,Sports,Activision,0.45,0.12,0.0,0.02,0.58,91.0,19.0,8.6,21.0,Neversoft Entertainment,T,Nintendo
Skate it,Wii,2008,Sports,Electronic Arts,0.5,0.03,0.0,0.04,0.58,70.0,37.0,8.4,25.0,Electronic Arts,E,Nintendo
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.35,0.18,0.0,0.05,0.57,76.0,4.0,8.3,6.0,High Impact Games,E10+,Nintendo
Tony Hawk's Pro Skater 4,GBA,2002,Sports,Activision,0.41,0.15,0.0,0.01,0.57,85.0,13.0,8.8,4.0,Vicarious Visions,E,Nintendo
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,60.0,25.0,7.0,12.0,Vicarious Visions,E,Nintendo
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0.0,0.05,0.57,82.0,8.0,4.9,62.0,Vicarious Visions,E10+,Nintendo
Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57,86.0,21.0,8.5,11.0,EA Sports,E,Nintendo
The Conduit,Wii,2009,Shooter,Sega,0.28,0.23,0.0,0.06,0.57,69.0,79.0,8.2,258.0,High Voltage Software,T,Nintendo
Just Dance 2016,WiiU,2015,Misc,Ubisoft,0.27,0.25,0.0,0.05,0.57,73.0,7.0,6.9,11.0,Ubisoft,E10+,Nintendo
Rune Factory 4,3DS,2012,Role-Playing,Xseed Games,0.32,0.0,0.21,0.03,0.57,78.0,33.0,8.1,122.0,Neverland,E10+,Nintendo
Up,Wii,2009,Action,THQ,0.22,0.28,0.0,0.06,0.56,62.0,6.0,8.0,4.0,Asobo Studio,E10+,Nintendo
True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0.0,0.02,0.56,77.0,29.0,7.3,29.0,Exakt,M,Nintendo
The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,77.0,13.0,8.2,11.0,Griptonite Games,T,Nintendo
The Legend of Spyro: Dawn of the Dragon,Wii,2008,Platform,Vivendi Games,0.34,0.17,0.0,0.05,0.56,64.0,11.0,6.5,19.0,Etranges Libellules,E10+,Nintendo
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.11,0.13,0.01,0.56,66.0,10.0,7.5,6.0,Nintendo,E,Nintendo
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0.0,0.02,0.56,80.0,18.0,9.1,22.0,EA Canada,T,Nintendo
Bolt,Wii,2008,Adventure,Disney Interactive Studios,0.19,0.31,0.0,0.06,0.56,50.0,4.0,5.8,5.0,Avalanche Software,E10+,Nintendo
Barbie Groovy Games,GBA,2002,Misc,Universal Interactive,0.4,0.15,0.0,0.01,0.56,47.0,5.0,7.0,4.0,Digital Illusions,E,Nintendo
Tetris Party Deluxe,Wii,2010,Puzzle,Nintendo,0.33,0.16,0.02,0.05,0.56,72.0,19.0,5.8,4.0,"Tetris Online, Inc",E,Nintendo
Harvest Moon: The Tale of Two Towns,DS,2010,Simulation,Natsume,0.25,0.05,0.22,0.03,0.55,68.0,6.0,7.5,13.0,Marvelous Entertainment,E,Nintendo
No More Heroes,Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83.0,64.0,8.4,259.0,Grasshopper Manufacture,M,Nintendo
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.49,0.02,0.0,0.04,0.55,47.0,4.0,7.0,5.0,High Voltage Software,E,Nintendo
Mega Man Zero,GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,82.0,17.0,8.9,31.0,Inti,E,Nintendo
Rayman Origins,Wii,2011,Platform,Ubisoft,0.21,0.27,0.0,0.06,0.55,92.0,13.0,8.3,127.0,UBlart Montpellier,E10+,Nintendo
Purr Pals,DS,2007,Simulation,THQ,0.18,0.35,0.0,0.02,0.55,67.0,4.0,6.8,6.0,Brain Toys,E,Nintendo
Tak and the Power of Juju,GBA,2003,Platform,THQ,0.39,0.15,0.0,0.01,0.55,79.0,28.0,9.2,19.0,Avalanche Software,E,Nintendo
CrossworDS,DS,2008,Puzzle,Deep Silver,0.5,0.0,0.0,0.04,0.55,67.0,19.0,6.8,6.0,Nuevo Retro Games,E,Nintendo
Viva Pinata: Pocket Paradise,DS,2008,Simulation,THQ,0.26,0.23,0.0,0.06,0.55,82.0,34.0,7.1,15.0,Rare Ltd.,E,Nintendo
Tiger Woods PGA Tour 11,Wii,2010,Sports,Electronic Arts,0.23,0.25,0.0,0.06,0.54,84.0,29.0,8.3,23.0,EA Sports,E,Nintendo
Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85.0,42.0,8.9,141.0,Intelligent Systems,T,Nintendo
Hotel Dusk: Room 215,DS,2007,Adventure,Nintendo,0.26,0.04,0.22,0.03,0.54,78.0,57.0,8.6,102.0,Cing,T,Nintendo
Final Fantasy Explorers,3DS,2014,Role-Playing,Square Enix,0.16,0.07,0.28,0.02,0.54,69.0,57.0,7.0,87.0,Racjin,E10+,Nintendo
SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0.11,0.0,0.01,0.54,87.0,20.0,8.6,18.0,EA Sports Big,E,Nintendo
Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11.0,Electronic Arts,T,Nintendo
Summer Sports: Paradise Island,Wii,2008,Sports,Ubisoft,0.48,0.01,0.0,0.04,0.53,46.0,7.0,4.6,7.0,Destineer,E,Nintendo
LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29.0,Traveller's Tales,E10+,Nintendo
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.3,0.15,0.03,0.05,0.53,85.0,62.0,8.8,85.0,Eighting,T,Nintendo
Rune Factory: A Fantasy Harvest Moon,DS,2006,Role-Playing,Rising Star Games,0.35,0.01,0.14,0.03,0.53,78.0,26.0,8.1,52.0,Neverland,E,Nintendo
Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,62.0,38.0,7.1,46.0,Rockstar Toronto,M,Nintendo
Excite Truck,Wii,2006,Racing,Nintendo,0.39,0.03,0.08,0.04,0.53,72.0,57.0,8.4,83.0,Monster Games Inc.,E,Nintendo
Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0.0,0.53,69.0,13.0,7.6,9.0,Konami,E10+,Nintendo
X-Men Legends,GC,2004,Role-Playing,Activision,0.41,0.11,0.0,0.01,0.53,81.0,36.0,8.5,11.0,Raven Software,T,Nintendo
WWE SmackDown vs. Raw 2010,DS,2009,Fighting,THQ,0.35,0.13,0.0,0.05,0.53,75.0,7.0,8.3,4.0,Yuke's,T,Nintendo
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0.0,0.0,0.04,0.53,47.0,5.0,5.4,10.0,Incinerator Games,E,Nintendo
The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,Stormfront Studios,T,Nintendo
Star Fox Command,DS,2006,Shooter,Nintendo,0.38,0.01,0.1,0.04,0.53,76.0,56.0,7.3,56.0,Q-Games,E10+,Nintendo
Mario Tennis: Power Tour,GBA,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,81.0,21.0,8.0,25.0,Camelot Software Planning,E,Nintendo
Mystery Dungeon: Shiren the Wanderer,DS,2006,Role-Playing,Sega,0.17,0.0,0.33,0.02,0.52,69.0,27.0,8.2,21.0,ChunSoft,E,Nintendo
GT Pro Series,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,41.0,15.0,4.0,21.0,MTO,E,Nintendo
Tales of Symphonia: Dawn of the New World,Wii,2008,Role-Playing,Namco Bandai Games,0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93.0,Bandai Namco Games,T,Nintendo
We Cheer,Wii,2008,Simulation,505 Games,0.47,0.0,0.0,0.04,0.52,56.0,12.0,7.3,13.0,"Machatin, Inc.",E10+,Nintendo
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,TT Games,E10+,Nintendo
Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8.0,227.0,HAL Labs,E,Nintendo
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8.0,6.0,Vicarious Visions,E,Nintendo
Rune Factory 2: A Fantasy Harvest Moon,DS,2008,Role-Playing,Rising Star Games,0.32,0.03,0.15,0.03,0.52,77.0,14.0,7.9,30.0,Neverland,E,Nintendo
Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.1,12.0,Griptonite Games,E,Nintendo
SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.2,0.0,0.05,0.52,70.0,10.0,7.5,4.0,Electronic Arts,E,Nintendo
Spectrobes: Beyond the Portals,DS,2008,Role-Playing,Disney Interactive Studios,0.36,0.11,0.0,0.04,0.51,70.0,26.0,7.7,14.0,"Jupiter Corporation, Jupiter Multimedia",E10+,Nintendo
Madden NFL 2004,GC,2003,Sports,Electronic Arts,0.4,0.1,0.0,0.01,0.51,94.0,19.0,7.7,17.0,EA Tiburon,E,Nintendo
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13.0,Etranges Libellules,E10+,Nintendo
Iron Man,DS,2008,Action,Sega,0.35,0.12,0.0,0.05,0.51,56.0,10.0,7.0,4.0,Artificial Mind and Movement,E10+,Nintendo
Pro Evolution Soccer 2010,Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,82.0,13.0,8.4,17.0,Konami,E,Nintendo
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002,Platform,THQ,0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.8,8.0,Digital Eclipse,E,Nintendo
