Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ConsoleSerie
SpongeBob SquarePants: Battle for Bikini Bottom,XB,2003,Platform,THQ,0.45,0.1,0.0,0.02,0.57,70.0,8.0,8.9,17.0,Heavy Iron Studios,E,Microsoft
Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0.0,0.04,0.57,63.0,61.0,7.0,53.0,Treyarch,T,Microsoft
Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.14,0.0,0.05,0.57,66.0,31.0,5.3,13.0,Eurocom Entertainment Software,E10+,Microsoft
RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,0.57,87.0,32.0,8.3,19.0,Digital Illusions,E,Microsoft
Titanfall,PC,2014,Shooter,Electronic Arts,0.22,0.3,0.0,0.04,0.56,86.0,29.0,6.2,1727.0,Respawn Entertainment,M,Microsoft
The Sims: Bustin' Out,XB,2003,Simulation,Electronic Arts,0.4,0.14,0.0,0.02,0.56,81.0,26.0,8.9,12.0,Maxis,T,Microsoft
"Warhammer 40,000: Space Marine",X360,2011,Shooter,THQ,0.25,0.26,0.0,0.06,0.56,76.0,57.0,7.8,232.0,Relic,M,Microsoft
Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.56,78.0,47.0,7.6,36.0,Pam Development,E,Microsoft
LEGO Rock Band,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.4,0.11,0.0,0.05,0.56,71.0,50.0,7.2,31.0,TT Fusion,E10+,Microsoft
Battlefield 2: Modern Combat,XB,2005,Shooter,Electronic Arts,0.39,0.15,0.0,0.02,0.56,80.0,49.0,8.2,29.0,Digital Illusions,T,Microsoft
WWE Raw 2,XB,2003,Fighting,THQ,0.43,0.11,0.0,0.02,0.56,68.0,26.0,7.3,25.0,Anchor,T,Microsoft
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0.0,0.04,0.56,72.0,59.0,5.4,44.0,Neversoft Entertainment,T,Microsoft
Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0.0,0.06,0.56,72.0,66.0,7.5,128.0,"id Software, Raven Software",M,Microsoft
Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,0.39,0.15,0.0,0.02,0.56,71.0,36.0,8.0,41.0,Artoon,E,Microsoft
Major League Baseball 2K5,XB,2005,Sports,Take-Two Interactive,0.52,0.02,0.0,0.02,0.56,81.0,25.0,8.2,17.0,Kush Games,E,Microsoft
Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,77.0,106.0,6.8,1659.0,Remedy Entertainment,M,Microsoft
TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0.0,0.05,0.56,58.0,31.0,6.3,32.0,Ubisoft Montreal,E10+,Microsoft
Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.15,0.01,0.05,0.56,75.0,55.0,7.8,77.0,Kaos Studios,T,Microsoft
NCAA Football 07,XB,2006,Sports,Electronic Arts,0.42,0.12,0.0,0.01,0.56,88.0,20.0,6.9,10.0,EA Sports,E,Microsoft
WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0.0,0.02,0.55,68.0,33.0,6.6,15.0,Anchor,T,Microsoft
Guitar Hero Live,XOne,2015,Misc,Activision,0.3,0.2,0.0,0.05,0.55,81.0,21.0,5.1,69.0,FreeStyleGames,T,Microsoft
Tony Hawk's Pro Skater 3,XB,2002,Sports,Activision,0.34,0.18,0.0,0.02,0.55,93.0,22.0,8.4,17.0,Neversoft Entertainment,T,Microsoft
Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0.0,0.04,0.55,70.0,10.0,3.0,1463.0,"Ubisoft, Ubisoft Montreal",M,Microsoft
MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0.13,0.0,0.04,0.55,63.0,43.0,7.2,24.0,THQ Digital Studio Phoenix,E,Microsoft
Shrek 2,XB,2004,Platform,Activision,0.4,0.13,0.0,0.02,0.55,72.0,31.0,8.4,5.0,"Luxoflux, Inc.",E,Microsoft
Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,86.0,22.0,6.9,1611.0,Ubisoft Montreal,M,Microsoft
Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.34,0.0,0.06,0.55,70.0,22.0,7.6,7.0,iNiS,T,Microsoft
Turok: Evolution,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,68.0,25.0,6.7,9.0,Acclaim,M,Microsoft
Red Dead Revolver,XB,2004,Shooter,Take-Two Interactive,0.4,0.12,0.0,0.02,0.55,74.0,61.0,8.5,26.0,Rockstar San Diego,M,Microsoft
The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0.0,0.02,0.54,74.0,14.0,8.5,8.0,Heavy Iron Studios,E,Microsoft
Tiger Woods PGA Tour 08,X360,2007,Sports,Electronic Arts,0.49,0.02,0.0,0.04,0.54,80.0,45.0,7.8,26.0,EA Salt Lake,E,Microsoft
Dance Dance Revolution Ultramix,XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0.0,0.02,0.54,82.0,24.0,8.8,10.0,Konami Computer Entertainment Hawaii,E,Microsoft
Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,295.0,Ninja Theory,T,Microsoft
Metro 2033,X360,2010,Shooter,THQ,0.22,0.23,0.03,0.05,0.54,77.0,83.0,7.9,351.0,4A Games,M,Microsoft
Greg Hastings' Tournament Paintball,XB,2004,Shooter,Activision,0.46,0.06,0.0,0.02,0.54,74.0,11.0,9.2,42.0,WXP,T,Microsoft
Dragon Ball Z: Ultimate Tenkaichi,X360,2011,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,0.54,55.0,24.0,5.8,52.0,Spike,T,Microsoft
Sacred 2: Fallen Angel,X360,2009,Role-Playing,Deep Silver,0.29,0.16,0.04,0.05,0.54,71.0,56.0,7.3,64.0,"Ascaron Entertainment GmbH, Ascaron Entertainment",M,Microsoft
Two Worlds II,X360,2011,Role-Playing,Unknown,0.4,0.07,0.03,0.03,0.54,67.0,50.0,6.6,140.0,Reality Pump,M,Microsoft
NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.09,0.0,0.05,0.54,81.0,30.0,5.9,92.0,Electronic Arts,E10+,Microsoft
Blitz: The League,XB,2004,Sports,Midway Games,0.4,0.11,0.0,0.02,0.53,78.0,30.0,7.7,14.0,Midway,M,Microsoft
Just Dance 2015,XOne,2014,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53,70.0,17.0,7.5,20.0,Ubisoft,E10+,Microsoft
The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49.0,TT Games,E10+,Microsoft
Overwatch,PC,2016,Shooter,Activision,0.25,0.24,0.0,0.04,0.53,91.0,62.0,6.8,4052.0,Blizzard Entertainment,T,Microsoft
Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11.0,Ubisoft Montpellier,T,Microsoft
Burnout Revenge,XB,2005,Racing,Electronic Arts,0.32,0.19,0.0,0.01,0.53,89.0,65.0,8.4,66.0,Criterion Games,E10+,Microsoft
Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,72.0,42.0,7.0,15.0,EA LA,T,Microsoft
The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10.0,WXP,T,Microsoft
StarCraft II: Legacy of the Void,PC,2015,Strategy,Activision,0.19,0.29,0.0,0.04,0.53,88.0,62.0,8.3,833.0,Blizzard Entertainment,T,Microsoft
Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,91.0,27.0,8.6,1847.0,Rocksteady Studios,T,Microsoft
F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.52,77.0,68.0,8.0,114.0,Monolith Productions,M,Microsoft
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0,EA Sports,E,Microsoft
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19.0,EA Canada,E,Microsoft
Sesame Street: Once Upon A Monster,X360,2011,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0,Double Fine Productions,E,Microsoft
NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15.0,EA Sports,E,Microsoft
Gun,XB,2005,Shooter,Activision,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0,Neversoft Entertainment,M,Microsoft
The Sims 2: Open for Business,PC,2006,Simulation,Electronic Arts,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0,Maxis,T,Microsoft
Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0.0,0.04,0.51,59.0,35.0,5.5,22.0,Blitz Games Studios,E,Microsoft
IL-2 Sturmovik: Birds of Prey,X360,2009,Simulation,505 Games,0.23,0.23,0.0,0.05,0.51,80.0,43.0,8.4,18.0,Gaijin Entertainment,T,Microsoft
Major League Baseball 2K10,X360,2010,Sports,Take-Two Interactive,0.47,0.0,0.0,0.04,0.51,76.0,26.0,7.6,38.0,Visual Concepts,E,Microsoft
NBA Live 2004,XB,2003,Sports,Electronic Arts,0.44,0.04,0.0,0.02,0.51,85.0,19.0,8.2,11.0,EA Sports,E,Microsoft
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0.0,0.04,0.51,78.0,24.0,7.8,314.0,Creative Assembly,M,Microsoft
Dragon Age: Origins,PC,2009,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.05,0.51,91.0,67.0,8.6,3542.0,BioWare,M,Microsoft
Dragon Ball: Raging Blast,X360,2009,Fighting,Namco Bandai Games,0.36,0.08,0.02,0.04,0.51,56.0,29.0,7.5,33.0,Spike,T,Microsoft
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013,Fighting,Namco Bandai Games,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0,CyberConnect2,T,Microsoft
NBA Ballers,XB,2004,Sports,Midway Games,0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.1,8.0,Midway,E,Microsoft
Tiger Woods PGA Tour 13,X360,2012,Sports,Electronic Arts,0.29,0.18,0.0,0.04,0.51,77.0,47.0,5.6,39.0,Electronic Arts,E,Microsoft
The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.2,0.0,0.05,0.51,73.0,69.0,8.2,141.0,Pandemic Studios,M,Microsoft
NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,88.0,41.0,8.4,61.0,EA Canada,E10+,Microsoft
WWE SmackDown vs. RAW 2007,X360,2006,Fighting,THQ,0.44,0.03,0.0,0.04,0.5,81.0,50.0,7.8,46.0,Yuke's,T,Microsoft
Midnight Club II,XB,2003,Racing,Take-Two Interactive,0.42,0.06,0.0,0.02,0.5,86.0,33.0,7.6,12.0,Rockstar San Diego,T,Microsoft
Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5,78.0,36.0,6.6,55.0,Konami,E,Microsoft
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.2,0.0,0.05,0.5,72.0,56.0,6.0,96.0,Eurocom Entertainment Software,T,Microsoft
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.1,0.08,0.02,0.5,83.0,64.0,8.7,25.0,Team Ninja,M,Microsoft
Major League Baseball 2K12,X360,2012,Sports,Take-Two Interactive,0.47,0.0,0.0,0.03,0.5,68.0,19.0,6.4,22.0,Visual Concepts,E,Microsoft
Dance Dance Revolution Universe 2,X360,2007,Simulation,Konami Digital Entertainment,0.46,0.0,0.0,0.04,0.5,65.0,10.0,7.4,5.0,Konami,E10+,Microsoft
Burnout Revenge,X360,2006,Racing,Electronic Arts,0.42,0.04,0.0,0.04,0.5,89.0,61.0,8.1,140.0,Criterion Games,E10+,Microsoft
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5,80.0,42.0,8.2,30.0,EA Canada,E,Microsoft
Alice: Madness Returns,X360,2011,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,0.5,70.0,67.0,8.1,157.0,Spicy Horse,M,Microsoft
F1 2012,X360,2012,Racing,Codemasters,0.1,0.34,0.0,0.05,0.49,84.0,42.0,6.9,56.0,Codemasters,E,Microsoft
Tony Hawk's Project 8,X360,2006,Sports,Activision,0.44,0.02,0.0,0.04,0.49,81.0,65.0,7.6,38.0,Neversoft Entertainment,T,Microsoft
GoldenEye: Rogue Agent,XB,2004,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49,61.0,55.0,7.2,20.0,EA LA,T,Microsoft
Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78.0,71.0,6.2,82.0,Project Aces,T,Microsoft
Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49,76.0,41.0,8.4,46.0,Radical Entertainment,M,Microsoft
Medal of Honor,PC,2010,Shooter,Electronic Arts,0.2,0.23,0.0,0.06,0.49,72.0,26.0,6.4,516.0,"Dice, Danger Close",M,Microsoft
Dragon Ball Z: Burst Limit,X360,2008,Fighting,Atari,0.24,0.18,0.03,0.05,0.49,72.0,50.0,7.6,41.0,"Dimps Corporation, Namco Bandai Games",T,Microsoft
Sniper: Art of Victory,PC,2008,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,36.0,7.0,3.6,16.0,City Interactive,M,Microsoft
Alone in the Dark,X360,2008,Adventure,Atari,0.14,0.3,0.0,0.05,0.48,58.0,53.0,5.7,162.0,Eden Studios,M,Microsoft
Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0.0,0.03,0.48,85.0,34.0,5.8,1345.0,Ubisoft Montreal,M,Microsoft
NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0.0,0.02,0.48,78.0,44.0,6.5,11.0,EA Tiburon,E,Microsoft
You're in the Movies,X360,2008,Misc,Microsoft Game Studios,0.27,0.17,0.0,0.05,0.48,55.0,21.0,5.5,20.0,Zoe Mode,E,Microsoft
Scene It? Lights Camera Action,X360,2007,Misc,Microsoft Game Studios,0.43,0.01,0.0,0.04,0.48,73.0,41.0,8.1,21.0,"Screenlife Games, WXP",T,Microsoft
Dark Sector,X360,2008,Shooter,D3Publisher,0.22,0.2,0.01,0.05,0.48,72.0,71.0,7.5,147.0,Digital Extremes,M,Microsoft
Tiger Woods PGA Tour 07,X360,2006,Sports,Electronic Arts,0.44,0.0,0.0,0.04,0.48,80.0,44.0,7.9,21.0,EA Redwood Shores,E,Microsoft
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0.29,0.15,0.0,0.04,0.48,80.0,64.0,8.1,79.0,PopCap,E10+,Microsoft
Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,70.0,64.0,7.0,260.0,Grasshopper Manufacture,M,Microsoft
Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.3,0.14,0.0,0.04,0.48,82.0,46.0,7.8,358.0,PlatinumGames,M,Microsoft
NHL 16,XOne,2015,Sports,Electronic Arts,0.38,0.05,0.0,0.05,0.48,80.0,18.0,6.0,81.0,"EA Sports, EA Canada",E10+,Microsoft
Tiger Woods PGA Tour 06,XB,2005,Sports,Electronic Arts,0.35,0.11,0.0,0.02,0.48,81.0,30.0,5.1,11.0,EA Sports,E,Microsoft
FIFA World Cup Germany 2006,X360,2006,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,72.0,49.0,6.6,33.0,EA Canada,E,Microsoft
Doom 3 BFG Edition,X360,2012,Shooter,Bethesda Softworks,0.28,0.15,0.0,0.04,0.47,67.0,30.0,6.5,132.0,id Software,M,Microsoft
Rock Band 4,XOne,2015,Misc,Harmonix Music Systems,0.38,0.04,0.0,0.05,0.47,79.0,27.0,6.4,54.0,Harmonix Music Systems,T,Microsoft
James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.2,0.23,0.0,0.05,0.47,62.0,66.0,7.1,63.0,Bizarre Creations,T,Microsoft
Street Fighter X Tekken,X360,2012,Fighting,Capcom,0.31,0.1,0.03,0.04,0.47,83.0,45.0,4.4,177.0,Capcom,T,Microsoft
World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0.0,0.03,0.47,87.0,49.0,5.9,1154.0,Blizzard Entertainment,T,Microsoft
Unreal Tournament III,X360,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,82.0,47.0,7.6,95.0,Epic Games,M,Microsoft
Crash: Mind Over Mutant,X360,2008,Platform,Vivendi Games,0.22,0.2,0.0,0.05,0.47,60.0,42.0,6.5,23.0,Radical Entertainment,E10+,Microsoft
Viva Pinata: Trouble in Paradise,X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,82.0,64.0,7.9,61.0,Rare Ltd.,E,Microsoft
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0.0,0.02,0.47,74.0,19.0,7.4,11.0,EA Canada,E10+,Microsoft
Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0.0,0.04,0.47,66.0,57.0,7.5,156.0,FASA Studio,M,Microsoft
"Warhammer 40,000: Dawn of War II",PC,2009,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,85.0,67.0,8.1,1502.0,Relic,M,Microsoft
Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47,54.0,56.0,7.8,44.0,Sega,M,Microsoft
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.47,70.0,23.0,6.3,152.0,EA Sports,T,Microsoft
Dead or Alive 4,X360,2005,Fighting,Tecmo Koei,0.3,0.03,0.1,0.03,0.47,85.0,76.0,8.2,223.0,Team Ninja,M,Microsoft
The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0.0,0.29,0.0,0.17,0.46,74.0,25.0,7.3,51.0,EA Redwood Shores,T,Microsoft
NBA Live 07,X360,2006,Sports,Electronic Arts,0.42,0.0,0.0,0.04,0.46,59.0,32.0,4.9,60.0,EA Sports,E,Microsoft
Top Spin,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.0,0.02,0.46,89.0,44.0,8.2,31.0,Pam Development,E,Microsoft
The Golden Compass,X360,2007,Action,Sega,0.3,0.12,0.0,0.04,0.46,41.0,25.0,4.1,14.0,Shiny Entertainment,E10+,Microsoft
Just Dance 2014,XOne,2013,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45,71.0,6.0,7.0,58.0,Ubisoft,E10+,Microsoft
LEGO The Hobbit,X360,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.21,0.0,0.04,0.45,70.0,4.0,8.7,11.0,TT Games,E10+,Microsoft
Star Wars Jedi Knight: Jedi Academy,XB,2003,Shooter,Activision,0.34,0.1,0.0,0.02,0.45,76.0,30.0,8.7,30.0,Vicarious Visions,T,Microsoft
Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0.0,0.04,0.45,69.0,54.0,7.3,26.0,Nerve Software,T,Microsoft
Major League Baseball 2K11,X360,2011,Sports,Take-Two Interactive,0.4,0.03,0.0,0.03,0.45,69.0,27.0,6.8,24.0,Visual Concepts,E,Microsoft
Sega Rally Revo,X360,2007,Racing,Sega,0.12,0.28,0.0,0.05,0.45,77.0,42.0,7.2,30.0,SEGA Racing Studio,E,Microsoft
WWE WrestleMania 21,XB,2005,Fighting,THQ,0.34,0.1,0.0,0.02,0.45,56.0,48.0,6.9,47.0,Studio Gigante,T,Microsoft
NBA Live 10,X360,2009,Sports,Electronic Arts,0.4,0.02,0.0,0.03,0.45,80.0,40.0,7.7,37.0,EA Canada,E,Microsoft
Harry Potter and the Deathly Hallows - Part 1,X360,2010,Action,Electronic Arts,0.21,0.2,0.0,0.04,0.45,38.0,42.0,5.0,46.0,EA Bright Light,T,Microsoft
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.13,0.29,0.0,0.03,0.45,81.0,23.0,8.2,1647.0,MachineGames,M,Microsoft
Watch Dogs,PC,2014,Action,Ubisoft,0.15,0.26,0.0,0.03,0.45,77.0,18.0,4.7,3288.0,Ubisoft Montreal,M,Microsoft
F.E.A.R. 3,X360,2011,Shooter,Warner Bros. Interactive Entertainment,0.3,0.11,0.01,0.04,0.45,75.0,71.0,7.0,139.0,Day 1 Studios,M,Microsoft
World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,0.06,0.33,0.02,0.03,0.44,89.0,19.0,7.9,9.0,KCET,E,Microsoft
X-Men Legends II: Rise of Apocalypse,XB,2005,Role-Playing,Activision,0.3,0.12,0.0,0.02,0.44,84.0,50.0,8.7,199.0,Raven Software,T,Microsoft
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,2012,Fighting,Namco Bandai Games,0.26,0.14,0.01,0.04,0.44,74.0,35.0,7.2,47.0,"CyberConnect2, Racjin",T,Microsoft
Tiger Woods PGA Tour 2003,XB,2002,Sports,Electronic Arts,0.35,0.08,0.0,0.01,0.44,88.0,14.0,8.5,11.0,EA Sports,E,Microsoft
50 Cent: Bulletproof,XB,2005,Action,Vivendi Games,0.33,0.1,0.0,0.02,0.44,50.0,14.0,5.9,21.0,Genuine Games,M,Microsoft
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,0.33,0.1,0.0,0.02,0.44,85.0,27.0,8.6,15.0,Traveller's Tales,E10+,Microsoft
Viking: Battle for Asgard,X360,2008,Action,Sega,0.16,0.23,0.0,0.05,0.44,68.0,67.0,8.0,88.0,Creative Assembly,M,Microsoft
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0.0,0.04,0.44,79.0,52.0,8.3,160.0,High Moon Studios,T,Microsoft
MX Unleashed,XB,2004,Racing,THQ,0.34,0.08,0.0,0.02,0.44,81.0,18.0,9.3,12.0,Rainbow Studios,E,Microsoft
DmC: Devil May Cry,X360,2013,Action,Capcom,0.26,0.12,0.01,0.04,0.44,86.0,65.0,5.1,1438.0,Ninja Theory,M,Microsoft
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,82.0,63.0,8.1,196.0,Starbreeze,M,Microsoft
Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0.0,0.04,0.44,84.0,81.0,7.7,95.0,Q Entertainment,E10+,Microsoft
Star Wars: Jedi Starfighter,XB,2002,Simulation,Activision,0.35,0.07,0.0,0.02,0.44,78.0,22.0,5.2,5.0,Secret Level,T,Microsoft
SSX Tricky,XB,2001,Sports,Electronic Arts,0.32,0.09,0.0,0.02,0.43,88.0,22.0,8.5,11.0,EA Sports Big,E,Microsoft
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.26,0.13,0.0,0.04,0.43,80.0,11.0,7.8,119.0,Gearbox Software,M,Microsoft
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0.0,0.02,0.43,88.0,13.0,8.8,19.0,EA Sports,E,Microsoft
Deadpool,X360,2013,Action,Activision,0.26,0.13,0.0,0.04,0.43,62.0,49.0,7.4,368.0,High Moon Studios,M,Microsoft
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0.0,0.04,0.43,74.0,25.0,7.1,36.0,TT Games,E10+,Microsoft
Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,0.43,77.0,32.0,8.4,93.0,"Capcom, Pipeworks Software, Inc.",M,Microsoft
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.16,0.22,0.0,0.05,0.43,87.0,30.0,7.6,2202.0,Rockstar Studios,M,Microsoft
Rayman Legends,X360,2013,Platform,Ubisoft,0.19,0.2,0.0,0.04,0.43,90.0,35.0,8.2,217.0,Ubisoft Montpellier,E10+,Microsoft
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0.0,0.03,0.43,53.0,10.0,5.2,6.0,Zoe Mode,E,Microsoft
Microsoft Flight Simulator X,PC,2006,Simulation,Microsoft Game Studios,0.02,0.36,0.0,0.05,0.43,80.0,28.0,7.6,95.0,Microsoft Game Studios,E,Microsoft
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.15,0.25,0.0,0.03,0.42,74.0,29.0,4.4,93.0,EA Canada,E,Microsoft
The Sims,XB,2003,Simulation,Electronic Arts,0.31,0.1,0.0,0.01,0.42,84.0,17.0,6.9,20.0,Edge of Reality,T,Microsoft
ESPN NHL 2K5,XB,2004,Sports,Global Star,0.32,0.09,0.0,0.02,0.42,88.0,32.0,8.5,14.0,Kush Games,E,Microsoft
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0.0,0.04,0.42,71.0,56.0,5.9,18.0,Beenox,T,Microsoft
Test Drive,XB,2002,Racing,Atari,0.35,0.05,0.0,0.02,0.42,71.0,16.0,8.7,10.0,Pitbull Syndicate,T,Microsoft
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0.0,0.02,0.42,78.0,16.0,7.1,7.0,Konami Computer Entertainment Hawaii,E,Microsoft
Black,XB,2006,Shooter,Electronic Arts,0.31,0.09,0.0,0.01,0.42,77.0,65.0,8.0,51.0,Criterion Games,M,Microsoft
Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.21,0.17,0.0,0.04,0.42,76.0,59.0,8.2,319.0,Yager,M,Microsoft
Vanquish,X360,2010,Shooter,Sega,0.19,0.16,0.03,0.04,0.42,84.0,70.0,8.4,182.0,PlatinumGames,M,Microsoft
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.02,0.0,0.03,0.42,66.0,58.0,7.9,53.0,Ubisoft,T,Microsoft
Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.02,0.0,0.03,0.41,81.0,72.0,8.2,146.0,Monolith Productions,M,Microsoft
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.24,0.14,0.0,0.04,0.41,76.0,42.0,6.0,77.0,EA Sports,T,Microsoft
Tom Clancy's Rainbow Six: Lockdown,XB,2005,Shooter,Ubisoft,0.26,0.13,0.0,0.02,0.41,74.0,39.0,6.6,28.0,"Red Storm Entertainment, Ubisoft Montreal",M,Microsoft
TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0.0,0.03,0.41,70.0,58.0,7.9,63.0,Saber Interactive,M,Microsoft
LEGO Dimensions,XOne,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.15,0.0,0.04,0.41,80.0,12.0,6.9,27.0,Traveller's Tales,E10+,Microsoft
